Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
79,8189044002,2DE,0000,2DD,0000,000,02DD,FFFF,088,10007A
7A,817D024002,2DE,0000,2DD,0000,000,02DD,FFFF,088,10007B
7B,80C4014002,2DE,0000,2DD,0000,000,02DD,FFFF,088,1000C4
C4,80DE801040,2DE,0000,2DD,0000,000,02DD,FFFF,088,1000C5
C5,8001401040,2DE,0000,2DD,0000,000,02DD,FFFF,088,100001
01,00A0009004,2DE,0000,2DE,0000,000,02DE,FFFF,088,100002
02,0104009420,2DF,0000,2DE,0000,000,02DE,FFFF,088,100003
03,0002009001,2DF,0000,2DE,0000,000,02DE,FFFF,088,100004
04,8109804002,2DF,0000,2DE,0000,000,02DE,FFFF,088,100005
05,810C404002,2DF,0000,2DE,0000,000,02DE,FFFF,088,100006
06,810C204002,2DF,0000,2DE,0000,000,02DE,FFFF,088,100007
07,8078104002,2DF,0000,2DE,0000,000,02DE,FFFF,088,100078
78,81A4084002,2DF,0000,2DE,0000,000,02DE,FFFF,088,100079
79,8189044002,2DF,0000,2DE,0000,000,02DE,FFFF,088,10007A
7A,817D024002,2DF,0000,2DE,0000,000,02DE,FFFF,088,10007B
7B,80C4014002,2DF,0000,2DE,0000,000,02DE,FFFF,088,1000C4
C4,80DE801040,2DF,0000,2DE,0000,000,02DE,FFFF,088,1000C5
C5,8001401040,2DF,0000,2DE,0000,000,02DE,FFFF,088,100001
01,00A0009004,2DF,0000,2DF,0000,000,02DF,FFFF,088,100002
02,0104009420,2E0,0000,2DF,0000,000,02DF,FFFF,088,100003
03,0002009001,2E0,0000,2DF,0000,000,02DF,FFFF,088,100004
04,8109804002,2E0,0000,2DF,0000,000,02DF,FFFF,088,100005
05,810C404002,2E0,0000,2DF,0000,000,02DF,FFFF,088,100006
06,810C204002,2E0,0000,2DF,0000,000,02DF,FFFF,088,100007
07,8078104002,2E0,0000,2DF,0000,000,02DF,FFFF,088,100078
78,81A4084002,2E0,0000,2DF,0000,000,02DF,FFFF,088,100079
79,8189044002,2E0,0000,2DF,0000,000,02DF,FFFF,088,10007A
7A,817D024002,2E0,0000,2DF,0000,000,02DF,FFFF,088,10007B
7B,80C4014002,2E0,0000,2DF,0000,000,02DF,FFFF,088,1000C4
C4,80DE801040,2E0,0000,2DF,0000,000,02DF,FFFF,088,1000C5
C5,8001401040,2E0,0000,2DF,0000,000,02DF,FFFF,088,100001
01,00A0009004,2E0,0000,2E0,0000,000,02E0,FFFF,088,100002
02,0104009420,2E1,0000,2E0,0000,000,02E0,FFFF,088,100003
03,0002009001,2E1,0000,2E0,0000,000,02E0,FFFF,088,100004
04,8109804002,2E1,0000,2E0,0000,000,02E0,FFFF,088,100005
05,810C404002,2E1,0000,2E0,0000,000,02E0,FFFF,088,100006
06,810C204002,2E1,0000,2E0,0000,000,02E0,FFFF,088,100007
07,8078104002,2E1,0000,2E0,0000,000,02E0,FFFF,088,100078
78,81A4084002,2E1,0000,2E0,0000,000,02E0,FFFF,088,100079
79,8189044002,2E1,0000,2E0,0000,000,02E0,FFFF,088,10007A
7A,817D024002,2E1,0000,2E0,0000,000,02E0,FFFF,088,10007B
7B,80C4014002,2E1,0000,2E0,0000,000,02E0,FFFF,088,1000C4
C4,80DE801040,2E1,0000,2E0,0000,000,02E0,FFFF,088,1000C5
C5,8001401040,2E1,0000,2E0,0000,000,02E0,FFFF,088,100001
01,00A0009004,2E1,0000,2E1,0000,000,02E1,FFFF,088,100002
02,0104009420,2E2,0000,2E1,0000,000,02E1,FFFF,088,100003
03,0002009001,2E2,0000,2E1,0000,000,02E1,FFFF,088,100004
04,8109804002,2E2,0000,2E1,0000,000,02E1,FFFF,088,100005
05,810C404002,2E2,0000,2E1,0000,000,02E1,FFFF,088,100006
06,810C204002,2E2,0000,2E1,0000,000,02E1,FFFF,088,100007
07,8078104002,2E2,0000,2E1,0000,000,02E1,FFFF,088,100078
78,81A4084002,2E2,0000,2E1,0000,000,02E1,FFFF,088,100079
79,8189044002,2E2,0000,2E1,0000,000,02E1,FFFF,088,10007A
7A,817D024002,2E2,0000,2E1,0000,000,02E1,FFFF,088,10007B
7B,80C4014002,2E2,0000,2E1,0000,000,02E1,FFFF,088,1000C4
C4,80DE801040,2E2,0000,2E1,0000,000,02E1,FFFF,088,1000C5
C5,8001401040,2E2,0000,2E1,0000,000,02E1,FFFF,088,100001
01,00A0009004,2E2,0000,2E2,0000,000,02E2,FFFF,088,100002
02,0104009420,2E3,0000,2E2,0000,000,02E2,FFFF,088,100003
03,0002009001,2E3,0000,2E2,0000,000,02E2,FFFF,088,100004
04,8109804002,2E3,0000,2E2,0000,000,02E2,FFFF,088,100005
05,810C404002,2E3,0000,2E2,0000,000,02E2,FFFF,088,100006
06,810C204002,2E3,0000,2E2,0000,000,02E2,FFFF,088,100007
07,8078104002,2E3,0000,2E2,0000,000,02E2,FFFF,088,100078
78,81A4084002,2E3,0000,2E2,0000,000,02E2,FFFF,088,100079
79,8189044002,2E3,0000,2E2,0000,000,02E2,FFFF,088,10007A
7A,817D024002,2E3,0000,2E2,0000,000,02E2,FFFF,088,10007B
7B,80C4014002,2E3,0000,2E2,0000,000,02E2,FFFF,088,1000C4
C4,80DE801040,2E3,0000,2E2,0000,000,02E2,FFFF,088,1000C5
C5,8001401040,2E3,0000,2E2,0000,000,02E2,FFFF,088,100001
01,00A0009004,2E3,0000,2E3,0000,000,02E3,FFFF,088,100002
02,0104009420,2E4,0000,2E3,0000,000,02E3,FFFF,088,100003
03,0002009001,2E4,0000,2E3,0000,000,02E3,FFFF,088,100004
04,8109804002,2E4,0000,2E3,0000,000,02E3,FFFF,088,100005
05,810C404002,2E4,0000,2E3,0000,000,02E3,FFFF,088,100006
06,810C204002,2E4,0000,2E3,0000,000,02E3,FFFF,088,100007
07,8078104002,2E4,0000,2E3,0000,000,02E3,FFFF,088,100078
78,81A4084002,2E4,0000,2E3,0000,000,02E3,FFFF,088,100079
79,8189044002,2E4,0000,2E3,0000,000,02E3,FFFF,088,10007A
7A,817D024002,2E4,0000,2E3,0000,000,02E3,FFFF,088,10007B
7B,80C4014002,2E4,0000,2E3,0000,000,02E3,FFFF,088,1000C4
C4,80DE801040,2E4,0000,2E3,0000,000,02E3,FFFF,088,1000C5
C5,8001401040,2E4,0000,2E3,0000,000,02E3,FFFF,088,100001
01,00A0009004,2E4,0000,2E4,0000,000,02E4,FFFF,088,100002
02,0104009420,2E5,0000,2E4,0000,000,02E4,FFFF,088,100003
03,0002009001,2E5,0000,2E4,0000,000,02E4,FFFF,088,100004
04,8109804002,2E5,0000,2E4,0000,000,02E4,FFFF,088,100005
05,810C404002,2E5,0000,2E4,0000,000,02E4,FFFF,088,100006
06,810C204002,2E5,0000,2E4,0000,000,02E4,FFFF,088,100007
07,8078104002,2E5,0000,2E4,0000,000,02E4,FFFF,088,100078
78,81A4084002,2E5,0000,2E4,0000,000,02E4,FFFF,088,100079
79,8189044002,2E5,0000,2E4,0000,000,02E4,FFFF,088,10007A
7A,817D024002,2E5,0000,2E4,0000,000,02E4,FFFF,088,10007B
7B,80C4014002,2E5,0000,2E4,0000,000,02E4,FFFF,088,1000C4
C4,80DE801040,2E5,0000,2E4,0000,000,02E4,FFFF,088,1000C5
C5,8001401040,2E5,0000,2E4,0000,000,02E4,FFFF,088,100001
01,00A0009004,2E5,0000,2E5,0000,000,02E5,FFFF,088,100002
02,0104009420,2E6,0000,2E5,0000,000,02E5,FFFF,088,100003
03,0002009001,2E6,0000,2E5,0000,000,02E5,FFFF,088,100004
04,8109804002,2E6,0000,2E5,0000,000,02E5,FFFF,088,100005
05,810C404002,2E6,0000,2E5,0000,000,02E5,FFFF,088,100006
06,810C204002,2E6,0000,2E5,0000,000,02E5,FFFF,088,100007
07,8078104002,2E6,0000,2E5,0000,000,02E5,FFFF,088,100078
78,81A4084002,2E6,0000,2E5,0000,000,02E5,FFFF,088,100079
79,8189044002,2E6,0000,2E5,0000,000,02E5,FFFF,088,10007A
7A,817D024002,2E6,0000,2E5,0000,000,02E5,FFFF,088,10007B
7B,80C4014002,2E6,0000,2E5,0000,000,02E5,FFFF,088,1000C4
C4,80DE801040,2E6,0000,2E5,0000,000,02E5,FFFF,088,1000C5
C5,8001401040,2E6,0000,2E5,0000,000,02E5,FFFF,088,100001
01,00A0009004,2E6,0000,2E6,0000,000,02E6,FFFF,088,100002
02,0104009420,2E7,0000,2E6,0000,000,02E6,FFFF,088,100003
03,0002009001,2E7,0000,2E6,0000,000,02E6,FFFF,088,100004
04,8109804002,2E7,0000,2E6,0000,000,02E6,FFFF,088,100005
05,810C404002,2E7,0000,2E6,0000,000,02E6,FFFF,088,100006
06,810C204002,2E7,0000,2E6,0000,000,02E6,FFFF,088,100007
07,8078104002,2E7,0000,2E6,0000,000,02E6,FFFF,088,100078
78,81A4084002,2E7,0000,2E6,0000,000,02E6,FFFF,088,100079
79,8189044002,2E7,0000,2E6,0000,000,02E6,FFFF,088,10007A
7A,817D024002,2E7,0000,2E6,0000,000,02E6,FFFF,088,10007B
7B,80C4014002,2E7,0000,2E6,0000,000,02E6,FFFF,088,1000C4
C4,80DE801040,2E7,0000,2E6,0000,000,02E6,FFFF,088,1000C5
C5,8001401040,2E7,0000,2E6,0000,000,02E6,FFFF,088,100001
01,00A0009004,2E7,0000,2E7,0000,000,02E7,FFFF,088,100002
02,0104009420,2E8,0000,2E7,0000,000,02E7,FFFF,088,100003
03,0002009001,2E8,0000,2E7,0000,000,02E7,FFFF,088,100004
04,8109804002,2E8,0000,2E7,0000,000,02E7,FFFF,088,100005
05,810C404002,2E8,0000,2E7,0000,000,02E7,FFFF,088,100006
06,810C204002,2E8,0000,2E7,0000,000,02E7,FFFF,088,100007
07,8078104002,2E8,0000,2E7,0000,000,02E7,FFFF,088,100078
78,81A4084002,2E8,0000,2E7,0000,000,02E7,FFFF,088,100079
79,8189044002,2E8,0000,2E7,0000,000,02E7,FFFF,088,10007A
7A,817D024002,2E8,0000,2E7,0000,000,02E7,FFFF,088,10007B
7B,80C4014002,2E8,0000,2E7,0000,000,02E7,FFFF,088,1000C4
C4,80DE801040,2E8,0000,2E7,0000,000,02E7,FFFF,088,1000C5
C5,8001401040,2E8,0000,2E7,0000,000,02E7,FFFF,088,100001
01,00A0009004,2E8,0000,2E8,0000,000,02E8,FFFF,088,100002
02,0104009420,2E9,0000,2E8,0000,000,02E8,FFFF,088,100003
03,0002009001,2E9,0000,2E8,0000,000,02E8,FFFF,088,100004
04,8109804002,2E9,0000,2E8,0000,000,02E8,FFFF,088,100005
05,810C404002,2E9,0000,2E8,0000,000,02E8,FFFF,088,100006
06,810C204002,2E9,0000,2E8,0000,000,02E8,FFFF,088,100007
07,8078104002,2E9,0000,2E8,0000,000,02E8,FFFF,088,100078
78,81A4084002,2E9,0000,2E8,0000,000,02E8,FFFF,088,100079
79,8189044002,2E9,0000,2E8,0000,000,02E8,FFFF,088,10007A
7A,817D024002,2E9,0000,2E8,0000,000,02E8,FFFF,088,10007B
7B,80C4014002,2E9,0000,2E8,0000,000,02E8,FFFF,088,1000C4
C4,80DE801040,2E9,0000,2E8,0000,000,02E8,FFFF,088,1000C5
C5,8001401040,2E9,0000,2E8,0000,000,02E8,FFFF,088,100001
01,00A0009004,2E9,0000,2E9,0000,000,02E9,FFFF,088,100002
02,0104009420,2EA,0000,2E9,0000,000,02E9,FFFF,088,100003
03,0002009001,2EA,0000,2E9,0000,000,02E9,FFFF,088,100004
04,8109804002,2EA,0000,2E9,0000,000,02E9,FFFF,088,100005
05,810C404002,2EA,0000,2E9,0000,000,02E9,FFFF,088,100006
06,810C204002,2EA,0000,2E9,0000,000,02E9,FFFF,088,100007
07,8078104002,2EA,0000,2E9,0000,000,02E9,FFFF,088,100078
78,81A4084002,2EA,0000,2E9,0000,000,02E9,FFFF,088,100079
79,8189044002,2EA,0000,2E9,0000,000,02E9,FFFF,088,10007A
7A,817D024002,2EA,0000,2E9,0000,000,02E9,FFFF,088,10007B
7B,80C4014002,2EA,0000,2E9,0000,000,02E9,FFFF,088,1000C4
C4,80DE801040,2EA,0000,2E9,0000,000,02E9,FFFF,088,1000C5
C5,8001401040,2EA,0000,2E9,0000,000,02E9,FFFF,088,100001
01,00A0009004,2EA,0000,2EA,0000,000,02EA,FFFF,088,100002
02,0104009420,2EB,0000,2EA,0000,000,02EA,FFFF,088,100003
03,0002009001,2EB,0000,2EA,0000,000,02EA,FFFF,088,100004
04,8109804002,2EB,0000,2EA,0000,000,02EA,FFFF,088,100005
05,810C404002,2EB,0000,2EA,0000,000,02EA,FFFF,088,100006
06,810C204002,2EB,0000,2EA,0000,000,02EA,FFFF,088,100007
07,8078104002,2EB,0000,2EA,0000,000,02EA,FFFF,088,100078
78,81A4084002,2EB,0000,2EA,0000,000,02EA,FFFF,088,100079
79,8189044002,2EB,0000,2EA,0000,000,02EA,FFFF,088,10007A
7A,817D024002,2EB,0000,2EA,0000,000,02EA,FFFF,088,10007B
7B,80C4014002,2EB,0000,2EA,0000,000,02EA,FFFF,088,1000C4
C4,80DE801040,2EB,0000,2EA,0000,000,02EA,FFFF,088,1000C5
C5,8001401040,2EB,0000,2EA,0000,000,02EA,FFFF,088,100001
01,00A0009004,2EB,0000,2EB,0000,000,02EB,FFFF,088,100002
02,0104009420,2EC,0000,2EB,0000,000,02EB,FFFF,088,100003
03,0002009001,2EC,0000,2EB,0000,000,02EB,FFFF,088,100004
04,8109804002,2EC,0000,2EB,0000,000,02EB,FFFF,088,100005
05,810C404002,2EC,0000,2EB,0000,000,02EB,FFFF,088,100006
06,810C204002,2EC,0000,2EB,0000,000,02EB,FFFF,088,100007
07,8078104002,2EC,0000,2EB,0000,000,02EB,FFFF,088,100078
78,81A4084002,2EC,0000,2EB,0000,000,02EB,FFFF,088,100079
79,8189044002,2EC,0000,2EB,0000,000,02EB,FFFF,088,10007A
7A,817D024002,2EC,0000,2EB,0000,000,02EB,FFFF,088,10007B
7B,80C4014002,2EC,0000,2EB,0000,000,02EB,FFFF,088,1000C4
C4,80DE801040,2EC,0000,2EB,0000,000,02EB,FFFF,088,1000C5
C5,8001401040,2EC,0000,2EB,0000,000,02EB,FFFF,088,100001
01,00A0009004,2EC,0000,2EC,0000,000,02EC,FFFF,088,100002
02,0104009420,2ED,0000,2EC,0000,000,02EC,FFFF,088,100003
03,0002009001,2ED,0000,2EC,0000,000,02EC,FFFF,088,100004
04,8109804002,2ED,0000,2EC,0000,000,02EC,FFFF,088,100005
05,810C404002,2ED,0000,2EC,0000,000,02EC,FFFF,088,100006
06,810C204002,2ED,0000,2EC,0000,000,02EC,FFFF,088,100007
07,8078104002,2ED,0000,2EC,0000,000,02EC,FFFF,088,100078
78,81A4084002,2ED,0000,2EC,0000,000,02EC,FFFF,088,100079
79,8189044002,2ED,0000,2EC,0000,000,02EC,FFFF,088,10007A
7A,817D024002,2ED,0000,2EC,0000,000,02EC,FFFF,088,10007B
7B,80C4014002,2ED,0000,2EC,0000,000,02EC,FFFF,088,1000C4
C4,80DE801040,2ED,0000,2EC,0000,000,02EC,FFFF,088,1000C5
C5,8001401040,2ED,0000,2EC,0000,000,02EC,FFFF,088,100001
01,00A0009004,2ED,0000,2ED,0000,000,02ED,FFFF,088,100002
02,0104009420,2EE,0000,2ED,0000,000,02ED,FFFF,088,100003
03,0002009001,2EE,0000,2ED,0000,000,02ED,FFFF,088,100004
04,8109804002,2EE,0000,2ED,0000,000,02ED,FFFF,088,100005
05,810C404002,2EE,0000,2ED,0000,000,02ED,FFFF,088,100006
06,810C204002,2EE,0000,2ED,0000,000,02ED,FFFF,088,100007
07,8078104002,2EE,0000,2ED,0000,000,02ED,FFFF,088,100078
78,81A4084002,2EE,0000,2ED,0000,000,02ED,FFFF,088,100079
79,8189044002,2EE,0000,2ED,0000,000,02ED,FFFF,088,10007A
7A,817D024002,2EE,0000,2ED,0000,000,02ED,FFFF,088,10007B
7B,80C4014002,2EE,0000,2ED,0000,000,02ED,FFFF,088,1000C4
C4,80DE801040,2EE,0000,2ED,0000,000,02ED,FFFF,088,1000C5
C5,8001401040,2EE,0000,2ED,0000,000,02ED,FFFF,088,100001
01,00A0009004,2EE,0000,2EE,0000,000,02EE,FFFF,088,100002
02,0104009420,2EF,0000,2EE,0000,000,02EE,FFFF,088,100003
03,0002009001,2EF,0000,2EE,0000,000,02EE,FFFF,088,100004
04,8109804002,2EF,0000,2EE,0000,000,02EE,FFFF,088,100005
05,810C404002,2EF,0000,2EE,0000,000,02EE,FFFF,088,100006
06,810C204002,2EF,0000,2EE,0000,000,02EE,FFFF,088,100007
07,8078104002,2EF,0000,2EE,0000,000,02EE,FFFF,088,100078
78,81A4084002,2EF,0000,2EE,0000,000,02EE,FFFF,088,100079
79,8189044002,2EF,0000,2EE,0000,000,02EE,FFFF,088,10007A
7A,817D024002,2EF,0000,2EE,0000,000,02EE,FFFF,088,10007B
7B,80C4014002,2EF,0000,2EE,0000,000,02EE,FFFF,088,1000C4
C4,80DE801040,2EF,0000,2EE,0000,000,02EE,FFFF,088,1000C5
C5,8001401040,2EF,0000,2EE,0000,000,02EE,FFFF,088,100001
01,00A0009004,2EF,0000,2EF,0000,000,02EF,FFFF,088,100002
02,0104009420,2F0,0000,2EF,0000,000,02EF,FFFF,088,100003
03,0002009001,2F0,0000,2EF,0000,000,02EF,FFFF,088,100004
04,8109804002,2F0,0000,2EF,0000,000,02EF,FFFF,088,100005
05,810C404002,2F0,0000,2EF,0000,000,02EF,FFFF,088,100006
06,810C204002,2F0,0000,2EF,0000,000,02EF,FFFF,088,100007
07,8078104002,2F0,0000,2EF,0000,000,02EF,FFFF,088,100078
78,81A4084002,2F0,0000,2EF,0000,000,02EF,FFFF,088,100079
79,8189044002,2F0,0000,2EF,0000,000,02EF,FFFF,088,10007A
7A,817D024002,2F0,0000,2EF,0000,000,02EF,FFFF,088,10007B
7B,80C4014002,2F0,0000,2EF,0000,000,02EF,FFFF,088,1000C4
C4,80DE801040,2F0,0000,2EF,0000,000,02EF,FFFF,088,1000C5
C5,8001401040,2F0,0000,2EF,0000,000,02EF,FFFF,088,100001
01,00A0009004,2F0,0000,2F0,0000,000,02F0,FFFF,088,100002
02,0104009420,2F1,0000,2F0,0000,000,02F0,FFFF,088,100003
03,0002009001,2F1,0000,2F0,0000,000,02F0,FFFF,088,100004
04,8109804002,2F1,0000,2F0,0000,000,02F0,FFFF,088,100005
05,810C404002,2F1,0000,2F0,0000,000,02F0,FFFF,088,100006
06,810C204002,2F1,0000,2F0,0000,000,02F0,FFFF,088,100007
07,8078104002,2F1,0000,2F0,0000,000,02F0,FFFF,088,100078
78,81A4084002,2F1,0000,2F0,0000,000,02F0,FFFF,088,100079
79,8189044002,2F1,0000,2F0,0000,000,02F0,FFFF,088,10007A
7A,817D024002,2F1,0000,2F0,0000,000,02F0,FFFF,088,10007B
7B,80C4014002,2F1,0000,2F0,0000,000,02F0,FFFF,088,1000C4
C4,80DE801040,2F1,0000,2F0,0000,000,02F0,FFFF,088,1000C5
C5,8001401040,2F1,0000,2F0,0000,000,02F0,FFFF,088,100001
01,00A0009004,2F1,0000,2F1,0000,000,02F1,FFFF,088,100002
02,0104009420,2F2,0000,2F1,0000,000,02F1,FFFF,088,100003
03,0002009001,2F2,0000,2F1,0000,000,02F1,FFFF,088,100004
04,8109804002,2F2,0000,2F1,0000,000,02F1,FFFF,088,100005
05,810C404002,2F2,0000,2F1,0000,000,02F1,FFFF,088,100006
06,810C204002,2F2,0000,2F1,0000,000,02F1,FFFF,088,100007
07,8078104002,2F2,0000,2F1,0000,000,02F1,FFFF,088,100078
78,81A4084002,2F2,0000,2F1,0000,000,02F1,FFFF,088,100079
79,8189044002,2F2,0000,2F1,0000,000,02F1,FFFF,088,10007A
7A,817D024002,2F2,0000,2F1,0000,000,02F1,FFFF,088,10007B
7B,80C4014002,2F2,0000,2F1,0000,000,02F1,FFFF,088,1000C4
C4,80DE801040,2F2,0000,2F1,0000,000,02F1,FFFF,088,1000C5
C5,8001401040,2F2,0000,2F1,0000,000,02F1,FFFF,088,100001
01,00A0009004,2F2,0000,2F2,0000,000,02F2,FFFF,088,100002
02,0104009420,2F3,0000,2F2,0000,000,02F2,FFFF,088,100003
03,0002009001,2F3,0000,2F2,0000,000,02F2,FFFF,088,100004
04,8109804002,2F3,0000,2F2,0000,000,02F2,FFFF,088,100005
05,810C404002,2F3,0000,2F2,0000,000,02F2,FFFF,088,100006
06,810C204002,2F3,0000,2F2,0000,000,02F2,FFFF,088,100007
07,8078104002,2F3,0000,2F2,0000,000,02F2,FFFF,088,100078
78,81A4084002,2F3,0000,2F2,0000,000,02F2,FFFF,088,100079
79,8189044002,2F3,0000,2F2,0000,000,02F2,FFFF,088,10007A
7A,817D024002,2F3,0000,2F2,0000,000,02F2,FFFF,088,10007B
7B,80C4014002,2F3,0000,2F2,0000,000,02F2,FFFF,088,1000C4
C4,80DE801040,2F3,0000,2F2,0000,000,02F2,FFFF,088,1000C5
C5,8001401040,2F3,0000,2F2,0000,000,02F2,FFFF,088,100001
01,00A0009004,2F3,0000,2F3,0000,000,02F3,FFFF,088,100002
02,0104009420,2F4,0000,2F3,0000,000,02F3,FFFF,088,100003
03,0002009001,2F4,0000,2F3,0000,000,02F3,FFFF,088,100004
04,8109804002,2F4,0000,2F3,0000,000,02F3,FFFF,088,100005
05,810C404002,2F4,0000,2F3,0000,000,02F3,FFFF,088,100006
06,810C204002,2F4,0000,2F3,0000,000,02F3,FFFF,088,100007
07,8078104002,2F4,0000,2F3,0000,000,02F3,FFFF,088,100078
78,81A4084002,2F4,0000,2F3,0000,000,02F3,FFFF,088,100079
79,8189044002,2F4,0000,2F3,0000,000,02F3,FFFF,088,10007A
7A,817D024002,2F4,0000,2F3,0000,000,02F3,FFFF,088,10007B
7B,80C4014002,2F4,0000,2F3,0000,000,02F3,FFFF,088,1000C4
C4,80DE801040,2F4,0000,2F3,0000,000,02F3,FFFF,088,1000C5
C5,8001401040,2F4,0000,2F3,0000,000,02F3,FFFF,088,100001
01,00A0009004,2F4,0000,2F4,0000,000,02F4,FFFF,088,100002
02,0104009420,2F5,0000,2F4,0000,000,02F4,FFFF,088,100003
03,0002009001,2F5,0000,2F4,0000,000,02F4,FFFF,088,100004
04,8109804002,2F5,0000,2F4,0000,000,02F4,FFFF,088,100005
05,810C404002,2F5,0000,2F4,0000,000,02F4,FFFF,088,100006
06,810C204002,2F5,0000,2F4,0000,000,02F4,FFFF,088,100007
07,8078104002,2F5,0000,2F4,0000,000,02F4,FFFF,088,100078
78,81A4084002,2F5,0000,2F4,0000,000,02F4,FFFF,088,100079
79,8189044002,2F5,0000,2F4,0000,000,02F4,FFFF,088,10007A
7A,817D024002,2F5,0000,2F4,0000,000,02F4,FFFF,088,10007B
7B,80C4014002,2F5,0000,2F4,0000,000,02F4,FFFF,088,1000C4
C4,80DE801040,2F5,0000,2F4,0000,000,02F4,FFFF,088,1000C5
C5,8001401040,2F5,0000,2F4,0000,000,02F4,FFFF,088,100001
01,00A0009004,2F5,0000,2F5,0000,000,02F5,FFFF,088,100002
02,0104009420,2F6,0000,2F5,0000,000,02F5,FFFF,088,100003
03,0002009001,2F6,0000,2F5,0000,000,02F5,FFFF,088,100004
04,8109804002,2F6,0000,2F5,0000,000,02F5,FFFF,088,100005
05,810C404002,2F6,0000,2F5,0000,000,02F5,FFFF,088,100006
06,810C204002,2F6,0000,2F5,0000,000,02F5,FFFF,088,100007
07,8078104002,2F6,0000,2F5,0000,000,02F5,FFFF,088,100078
78,81A4084002,2F6,0000,2F5,0000,000,02F5,FFFF,088,100079
79,8189044002,2F6,0000,2F5,0000,000,02F5,FFFF,088,10007A
7A,817D024002,2F6,0000,2F5,0000,000,02F5,FFFF,088,10007B
7B,80C4014002,2F6,0000,2F5,0000,000,02F5,FFFF,088,1000C4
C4,80DE801040,2F6,0000,2F5,0000,000,02F5,FFFF,088,1000C5
C5,8001401040,2F6,0000,2F5,0000,000,02F5,FFFF,088,100001
01,00A0009004,2F6,0000,2F6,0000,000,02F6,FFFF,088,100002
02,0104009420,2F7,0000,2F6,0000,000,02F6,FFFF,088,100003
03,0002009001,2F7,0000,2F6,0000,000,02F6,FFFF,088,100004
04,8109804002,2F7,0000,2F6,0000,000,02F6,FFFF,088,100005
05,810C404002,2F7,0000,2F6,0000,000,02F6,FFFF,088,100006
06,810C204002,2F7,0000,2F6,0000,000,02F6,FFFF,088,100007
07,8078104002,2F7,0000,2F6,0000,000,02F6,FFFF,088,100078
78,81A4084002,2F7,0000,2F6,0000,000,02F6,FFFF,088,100079
79,8189044002,2F7,0000,2F6,0000,000,02F6,FFFF,088,10007A
7A,817D024002,2F7,0000,2F6,0000,000,02F6,FFFF,088,10007B
7B,80C4014002,2F7,0000,2F6,0000,000,02F6,FFFF,088,1000C4
C4,80DE801040,2F7,0000,2F6,0000,000,02F6,FFFF,088,1000C5
C5,8001401040,2F7,0000,2F6,0000,000,02F6,FFFF,088,100001
01,00A0009004,2F7,0000,2F7,0000,000,02F7,FFFF,088,100002
02,0104009420,2F8,0000,2F7,0000,000,02F7,FFFF,088,100003
03,0002009001,2F8,0000,2F7,0000,000,02F7,FFFF,088,100004
04,8109804002,2F8,0000,2F7,0000,000,02F7,FFFF,088,100005
05,810C404002,2F8,0000,2F7,0000,000,02F7,FFFF,088,100006
06,810C204002,2F8,0000,2F7,0000,000,02F7,FFFF,088,100007
07,8078104002,2F8,0000,2F7,0000,000,02F7,FFFF,088,100078
78,81A4084002,2F8,0000,2F7,0000,000,02F7,FFFF,088,100079
79,8189044002,2F8,0000,2F7,0000,000,02F7,FFFF,088,10007A
7A,817D024002,2F8,0000,2F7,0000,000,02F7,FFFF,088,10007B
7B,80C4014002,2F8,0000,2F7,0000,000,02F7,FFFF,088,1000C4
C4,80DE801040,2F8,0000,2F7,0000,000,02F7,FFFF,088,1000C5
C5,8001401040,2F8,0000,2F7,0000,000,02F7,FFFF,088,100001
01,00A0009004,2F8,0000,2F8,0000,000,02F8,FFFF,088,100002
02,0104009420,2F9,0000,2F8,0000,000,02F8,FFFF,088,100003
03,0002009001,2F9,0000,2F8,0000,000,02F8,FFFF,088,100004
04,8109804002,2F9,0000,2F8,0000,000,02F8,FFFF,088,100005
05,810C404002,2F9,0000,2F8,0000,000,02F8,FFFF,088,100006
06,810C204002,2F9,0000,2F8,0000,000,02F8,FFFF,088,100007
07,8078104002,2F9,0000,2F8,0000,000,02F8,FFFF,088,100078
78,81A4084002,2F9,0000,2F8,0000,000,02F8,FFFF,088,100079
79,8189044002,2F9,0000,2F8,0000,000,02F8,FFFF,088,10007A
7A,817D024002,2F9,0000,2F8,0000,000,02F8,FFFF,088,10007B
7B,80C4014002,2F9,0000,2F8,0000,000,02F8,FFFF,088,1000C4
C4,80DE801040,2F9,0000,2F8,0000,000,02F8,FFFF,088,1000C5
C5,8001401040,2F9,0000,2F8,0000,000,02F8,FFFF,088,100001
01,00A0009004,2F9,0000,2F9,0000,000,02F9,FFFF,088,100002
02,0104009420,2FA,0000,2F9,0000,000,02F9,FFFF,088,100003
03,0002009001,2FA,0000,2F9,0000,000,02F9,FFFF,088,100004
04,8109804002,2FA,0000,2F9,0000,000,02F9,FFFF,088,100005
05,810C404002,2FA,0000,2F9,0000,000,02F9,FFFF,088,100006
06,810C204002,2FA,0000,2F9,0000,000,02F9,FFFF,088,100007
07,8078104002,2FA,0000,2F9,0000,000,02F9,FFFF,088,100078
78,81A4084002,2FA,0000,2F9,0000,000,02F9,FFFF,088,100079
79,8189044002,2FA,0000,2F9,0000,000,02F9,FFFF,088,10007A
7A,817D024002,2FA,0000,2F9,0000,000,02F9,FFFF,088,10007B
