Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
7B,80C4014002,2FA,0000,2F9,0000,000,02F9,FFFF,088,1000C4
C4,80DE801040,2FA,0000,2F9,0000,000,02F9,FFFF,088,1000C5
C5,8001401040,2FA,0000,2F9,0000,000,02F9,FFFF,088,100001
01,00A0009004,2FA,0000,2FA,0000,000,02FA,FFFF,088,100002
02,0104009420,2FB,0000,2FA,0000,000,02FA,FFFF,088,100003
03,0002009001,2FB,0000,2FA,0000,000,02FA,FFFF,088,100004
04,8109804002,2FB,0000,2FA,0000,000,02FA,FFFF,088,100005
05,810C404002,2FB,0000,2FA,0000,000,02FA,FFFF,088,100006
06,810C204002,2FB,0000,2FA,0000,000,02FA,FFFF,088,100007
07,8078104002,2FB,0000,2FA,0000,000,02FA,FFFF,088,100078
78,81A4084002,2FB,0000,2FA,0000,000,02FA,FFFF,088,100079
79,8189044002,2FB,0000,2FA,0000,000,02FA,FFFF,088,10007A
7A,817D024002,2FB,0000,2FA,0000,000,02FA,FFFF,088,10007B
7B,80C4014002,2FB,0000,2FA,0000,000,02FA,FFFF,088,1000C4
C4,80DE801040,2FB,0000,2FA,0000,000,02FA,FFFF,088,1000C5
C5,8001401040,2FB,0000,2FA,0000,000,02FA,FFFF,088,100001
01,00A0009004,2FB,0000,2FB,0000,000,02FB,FFFF,088,100002
02,0104009420,2FC,0000,2FB,0000,000,02FB,FFFF,088,100003
03,0002009001,2FC,0000,2FB,0000,000,02FB,FFFF,088,100004
04,8109804002,2FC,0000,2FB,0000,000,02FB,FFFF,088,100005
05,810C404002,2FC,0000,2FB,0000,000,02FB,FFFF,088,100006
06,810C204002,2FC,0000,2FB,0000,000,02FB,FFFF,088,100007
07,8078104002,2FC,0000,2FB,0000,000,02FB,FFFF,088,100078
78,81A4084002,2FC,0000,2FB,0000,000,02FB,FFFF,088,100079
79,8189044002,2FC,0000,2FB,0000,000,02FB,FFFF,088,10007A
7A,817D024002,2FC,0000,2FB,0000,000,02FB,FFFF,088,10007B
7B,80C4014002,2FC,0000,2FB,0000,000,02FB,FFFF,088,1000C4
C4,80DE801040,2FC,0000,2FB,0000,000,02FB,FFFF,088,1000C5
C5,8001401040,2FC,0000,2FB,0000,000,02FB,FFFF,088,100001
01,00A0009004,2FC,0000,2FC,0000,000,02FC,FFFF,088,100002
02,0104009420,2FD,0000,2FC,0000,000,02FC,FFFF,088,100003
03,0002009001,2FD,0000,2FC,0000,000,02FC,FFFF,088,100004
04,8109804002,2FD,0000,2FC,0000,000,02FC,FFFF,088,100005
05,810C404002,2FD,0000,2FC,0000,000,02FC,FFFF,088,100006
06,810C204002,2FD,0000,2FC,0000,000,02FC,FFFF,088,100007
07,8078104002,2FD,0000,2FC,0000,000,02FC,FFFF,088,100078
78,81A4084002,2FD,0000,2FC,0000,000,02FC,FFFF,088,100079
79,8189044002,2FD,0000,2FC,0000,000,02FC,FFFF,088,10007A
7A,817D024002,2FD,0000,2FC,0000,000,02FC,FFFF,088,10007B
7B,80C4014002,2FD,0000,2FC,0000,000,02FC,FFFF,088,1000C4
C4,80DE801040,2FD,0000,2FC,0000,000,02FC,FFFF,088,1000C5
C5,8001401040,2FD,0000,2FC,0000,000,02FC,FFFF,088,100001
01,00A0009004,2FD,0000,2FD,0000,000,02FD,FFFF,088,100002
02,0104009420,2FE,0000,2FD,0000,000,02FD,FFFF,088,100003
03,0002009001,2FE,0000,2FD,0000,000,02FD,FFFF,088,100004
04,8109804002,2FE,0000,2FD,0000,000,02FD,FFFF,088,100005
05,810C404002,2FE,0000,2FD,0000,000,02FD,FFFF,088,100006
06,810C204002,2FE,0000,2FD,0000,000,02FD,FFFF,088,100007
07,8078104002,2FE,0000,2FD,0000,000,02FD,FFFF,088,100078
78,81A4084002,2FE,0000,2FD,0000,000,02FD,FFFF,088,100079
79,8189044002,2FE,0000,2FD,0000,000,02FD,FFFF,088,10007A
7A,817D024002,2FE,0000,2FD,0000,000,02FD,FFFF,088,10007B
7B,80C4014002,2FE,0000,2FD,0000,000,02FD,FFFF,088,1000C4
C4,80DE801040,2FE,0000,2FD,0000,000,02FD,FFFF,088,1000C5
C5,8001401040,2FE,0000,2FD,0000,000,02FD,FFFF,088,100001
01,00A0009004,2FE,0000,2FE,0000,000,02FE,FFFF,088,100002
02,0104009420,2FF,0000,2FE,0000,000,02FE,FFFF,088,100003
03,0002009001,2FF,0000,2FE,0000,000,02FE,FFFF,088,100004
04,8109804002,2FF,0000,2FE,0000,000,02FE,FFFF,088,100005
05,810C404002,2FF,0000,2FE,0000,000,02FE,FFFF,088,100006
06,810C204002,2FF,0000,2FE,0000,000,02FE,FFFF,088,100007
07,8078104002,2FF,0000,2FE,0000,000,02FE,FFFF,088,100078
78,81A4084002,2FF,0000,2FE,0000,000,02FE,FFFF,088,100079
79,8189044002,2FF,0000,2FE,0000,000,02FE,FFFF,088,10007A
7A,817D024002,2FF,0000,2FE,0000,000,02FE,FFFF,088,10007B
7B,80C4014002,2FF,0000,2FE,0000,000,02FE,FFFF,088,1000C4
C4,80DE801040,2FF,0000,2FE,0000,000,02FE,FFFF,088,1000C5
C5,8001401040,2FF,0000,2FE,0000,000,02FE,FFFF,088,100001
01,00A0009004,2FF,0000,2FF,0000,000,02FF,FFFF,088,100002
02,0104009420,300,0000,2FF,0000,000,02FF,FFFF,088,100003
03,0002009001,300,0000,2FF,0000,000,02FF,FFFF,088,100004
04,8109804002,300,0000,2FF,0000,000,02FF,FFFF,088,100005
05,810C404002,300,0000,2FF,0000,000,02FF,FFFF,088,100006
06,810C204002,300,0000,2FF,0000,000,02FF,FFFF,088,100007
07,8078104002,300,0000,2FF,0000,000,02FF,FFFF,088,100078
78,81A4084002,300,0000,2FF,0000,000,02FF,FFFF,088,100079
79,8189044002,300,0000,2FF,0000,000,02FF,FFFF,088,10007A
7A,817D024002,300,0000,2FF,0000,000,02FF,FFFF,088,10007B
7B,80C4014002,300,0000,2FF,0000,000,02FF,FFFF,088,1000C4
C4,80DE801040,300,0000,2FF,0000,000,02FF,FFFF,088,1000C5
C5,8001401040,300,0000,2FF,0000,000,02FF,FFFF,088,100001
01,00A0009004,300,0000,300,0000,000,0300,FFFF,088,100002
02,0104009420,301,0000,300,0000,000,0300,FFFF,088,100003
03,0002009001,301,0000,300,0000,000,0300,FFFF,088,100004
04,8109804002,301,0000,300,0000,000,0300,FFFF,088,100005
05,810C404002,301,0000,300,0000,000,0300,FFFF,088,100006
06,810C204002,301,0000,300,0000,000,0300,FFFF,088,100007
07,8078104002,301,0000,300,0000,000,0300,FFFF,088,100078
78,81A4084002,301,0000,300,0000,000,0300,FFFF,088,100079
79,8189044002,301,0000,300,0000,000,0300,FFFF,088,10007A
7A,817D024002,301,0000,300,0000,000,0300,FFFF,088,10007B
7B,80C4014002,301,0000,300,0000,000,0300,FFFF,088,1000C4
C4,80DE801040,301,0000,300,0000,000,0300,FFFF,088,1000C5
C5,8001401040,301,0000,300,0000,000,0300,FFFF,088,100001
01,00A0009004,301,0000,301,0000,000,0301,FFFF,088,100002
02,0104009420,302,0000,301,0000,000,0301,FFFF,088,100003
03,0002009001,302,0000,301,0000,000,0301,FFFF,088,100004
04,8109804002,302,0000,301,0000,000,0301,FFFF,088,100005
05,810C404002,302,0000,301,0000,000,0301,FFFF,088,100006
06,810C204002,302,0000,301,0000,000,0301,FFFF,088,100007
07,8078104002,302,0000,301,0000,000,0301,FFFF,088,100078
78,81A4084002,302,0000,301,0000,000,0301,FFFF,088,100079
79,8189044002,302,0000,301,0000,000,0301,FFFF,088,10007A
7A,817D024002,302,0000,301,0000,000,0301,FFFF,088,10007B
7B,80C4014002,302,0000,301,0000,000,0301,FFFF,088,1000C4
C4,80DE801040,302,0000,301,0000,000,0301,FFFF,088,1000C5
C5,8001401040,302,0000,301,0000,000,0301,FFFF,088,100001
01,00A0009004,302,0000,302,0000,000,0302,FFFF,088,100002
02,0104009420,303,0000,302,0000,000,0302,FFFF,088,100003
03,0002009001,303,0000,302,0000,000,0302,FFFF,088,100004
04,8109804002,303,0000,302,0000,000,0302,FFFF,088,100005
05,810C404002,303,0000,302,0000,000,0302,FFFF,088,100006
06,810C204002,303,0000,302,0000,000,0302,FFFF,088,100007
07,8078104002,303,0000,302,0000,000,0302,FFFF,088,100078
78,81A4084002,303,0000,302,0000,000,0302,FFFF,088,100079
79,8189044002,303,0000,302,0000,000,0302,FFFF,088,10007A
7A,817D024002,303,0000,302,0000,000,0302,FFFF,088,10007B
7B,80C4014002,303,0000,302,0000,000,0302,FFFF,088,1000C4
C4,80DE801040,303,0000,302,0000,000,0302,FFFF,088,1000C5
C5,8001401040,303,0000,302,0000,000,0302,FFFF,088,100001
01,00A0009004,303,0000,303,0000,000,0303,FFFF,088,100002
02,0104009420,304,0000,303,0000,000,0303,FFFF,088,100003
03,0002009001,304,0000,303,0000,000,0303,FFFF,088,100004
04,8109804002,304,0000,303,0000,000,0303,FFFF,088,100005
05,810C404002,304,0000,303,0000,000,0303,FFFF,088,100006
06,810C204002,304,0000,303,0000,000,0303,FFFF,088,100007
07,8078104002,304,0000,303,0000,000,0303,FFFF,088,100078
78,81A4084002,304,0000,303,0000,000,0303,FFFF,088,100079
79,8189044002,304,0000,303,0000,000,0303,FFFF,088,10007A
7A,817D024002,304,0000,303,0000,000,0303,FFFF,088,10007B
7B,80C4014002,304,0000,303,0000,000,0303,FFFF,088,1000C4
C4,80DE801040,304,0000,303,0000,000,0303,FFFF,088,1000C5
C5,8001401040,304,0000,303,0000,000,0303,FFFF,088,100001
01,00A0009004,304,0000,304,0000,000,0304,FFFF,088,100002
02,0104009420,305,0000,304,0000,000,0304,FFFF,088,100003
03,0002009001,305,0000,304,0000,000,0304,FFFF,088,100004
04,8109804002,305,0000,304,0000,000,0304,FFFF,088,100005
05,810C404002,305,0000,304,0000,000,0304,FFFF,088,100006
06,810C204002,305,0000,304,0000,000,0304,FFFF,088,100007
07,8078104002,305,0000,304,0000,000,0304,FFFF,088,100078
78,81A4084002,305,0000,304,0000,000,0304,FFFF,088,100079
79,8189044002,305,0000,304,0000,000,0304,FFFF,088,10007A
7A,817D024002,305,0000,304,0000,000,0304,FFFF,088,10007B
7B,80C4014002,305,0000,304,0000,000,0304,FFFF,088,1000C4
C4,80DE801040,305,0000,304,0000,000,0304,FFFF,088,1000C5
C5,8001401040,305,0000,304,0000,000,0304,FFFF,088,100001
01,00A0009004,305,0000,305,0000,000,0305,FFFF,088,100002
02,0104009420,306,0000,305,0000,000,0305,FFFF,088,100003
03,0002009001,306,0000,305,0000,000,0305,FFFF,088,100004
04,8109804002,306,0000,305,0000,000,0305,FFFF,088,100005
05,810C404002,306,0000,305,0000,000,0305,FFFF,088,100006
06,810C204002,306,0000,305,0000,000,0305,FFFF,088,100007
07,8078104002,306,0000,305,0000,000,0305,FFFF,088,100078
78,81A4084002,306,0000,305,0000,000,0305,FFFF,088,100079
79,8189044002,306,0000,305,0000,000,0305,FFFF,088,10007A
7A,817D024002,306,0000,305,0000,000,0305,FFFF,088,10007B
7B,80C4014002,306,0000,305,0000,000,0305,FFFF,088,1000C4
C4,80DE801040,306,0000,305,0000,000,0305,FFFF,088,1000C5
C5,8001401040,306,0000,305,0000,000,0305,FFFF,088,100001
01,00A0009004,306,0000,306,0000,000,0306,FFFF,088,100002
02,0104009420,307,0000,306,0000,000,0306,FFFF,088,100003
03,0002009001,307,0000,306,0000,000,0306,FFFF,088,100004
04,8109804002,307,0000,306,0000,000,0306,FFFF,088,100005
05,810C404002,307,0000,306,0000,000,0306,FFFF,088,100006
06,810C204002,307,0000,306,0000,000,0306,FFFF,088,100007
07,8078104002,307,0000,306,0000,000,0306,FFFF,088,100078
78,81A4084002,307,0000,306,0000,000,0306,FFFF,088,100079
79,8189044002,307,0000,306,0000,000,0306,FFFF,088,10007A
7A,817D024002,307,0000,306,0000,000,0306,FFFF,088,10007B
7B,80C4014002,307,0000,306,0000,000,0306,FFFF,088,1000C4
C4,80DE801040,307,0000,306,0000,000,0306,FFFF,088,1000C5
C5,8001401040,307,0000,306,0000,000,0306,FFFF,088,100001
01,00A0009004,307,0000,307,0000,000,0307,FFFF,088,100002
02,0104009420,308,0000,307,0000,000,0307,FFFF,088,100003
03,0002009001,308,0000,307,0000,000,0307,FFFF,088,100004
04,8109804002,308,0000,307,0000,000,0307,FFFF,088,100005
05,810C404002,308,0000,307,0000,000,0307,FFFF,088,100006
06,810C204002,308,0000,307,0000,000,0307,FFFF,088,100007
07,8078104002,308,0000,307,0000,000,0307,FFFF,088,100078
78,81A4084002,308,0000,307,0000,000,0307,FFFF,088,100079
79,8189044002,308,0000,307,0000,000,0307,FFFF,088,10007A
7A,817D024002,308,0000,307,0000,000,0307,FFFF,088,10007B
7B,80C4014002,308,0000,307,0000,000,0307,FFFF,088,1000C4
C4,80DE801040,308,0000,307,0000,000,0307,FFFF,088,1000C5
C5,8001401040,308,0000,307,0000,000,0307,FFFF,088,100001
01,00A0009004,308,0000,308,0000,000,0308,FFFF,088,100002
02,0104009420,309,0000,308,0000,000,0308,FFFF,088,100003
03,0002009001,309,0000,308,0000,000,0308,FFFF,088,100004
04,8109804002,309,0000,308,0000,000,0308,FFFF,088,100005
05,810C404002,309,0000,308,0000,000,0308,FFFF,088,100006
06,810C204002,309,0000,308,0000,000,0308,FFFF,088,100007
07,8078104002,309,0000,308,0000,000,0308,FFFF,088,100078
78,81A4084002,309,0000,308,0000,000,0308,FFFF,088,100079
79,8189044002,309,0000,308,0000,000,0308,FFFF,088,10007A
7A,817D024002,309,0000,308,0000,000,0308,FFFF,088,10007B
7B,80C4014002,309,0000,308,0000,000,0308,FFFF,088,1000C4
C4,80DE801040,309,0000,308,0000,000,0308,FFFF,088,1000C5
C5,8001401040,309,0000,308,0000,000,0308,FFFF,088,100001
01,00A0009004,309,0000,309,0000,000,0309,FFFF,088,100002
02,0104009420,30A,0000,309,0000,000,0309,FFFF,088,100003
03,0002009001,30A,0000,309,0000,000,0309,FFFF,088,100004
04,8109804002,30A,0000,309,0000,000,0309,FFFF,088,100005
05,810C404002,30A,0000,309,0000,000,0309,FFFF,088,100006
06,810C204002,30A,0000,309,0000,000,0309,FFFF,088,100007
07,8078104002,30A,0000,309,0000,000,0309,FFFF,088,100078
78,81A4084002,30A,0000,309,0000,000,0309,FFFF,088,100079
79,8189044002,30A,0000,309,0000,000,0309,FFFF,088,10007A
7A,817D024002,30A,0000,309,0000,000,0309,FFFF,088,10007B
7B,80C4014002,30A,0000,309,0000,000,0309,FFFF,088,1000C4
C4,80DE801040,30A,0000,309,0000,000,0309,FFFF,088,1000C5
C5,8001401040,30A,0000,309,0000,000,0309,FFFF,088,100001
01,00A0009004,30A,0000,30A,0000,000,030A,FFFF,088,100002
02,0104009420,30B,0000,30A,0000,000,030A,FFFF,088,100003
03,0002009001,30B,0000,30A,0000,000,030A,FFFF,088,100004
04,8109804002,30B,0000,30A,0000,000,030A,FFFF,088,100005
05,810C404002,30B,0000,30A,0000,000,030A,FFFF,088,100006
06,810C204002,30B,0000,30A,0000,000,030A,FFFF,088,100007
07,8078104002,30B,0000,30A,0000,000,030A,FFFF,088,100078
78,81A4084002,30B,0000,30A,0000,000,030A,FFFF,088,100079
79,8189044002,30B,0000,30A,0000,000,030A,FFFF,088,10007A
7A,817D024002,30B,0000,30A,0000,000,030A,FFFF,088,10007B
7B,80C4014002,30B,0000,30A,0000,000,030A,FFFF,088,1000C4
C4,80DE801040,30B,0000,30A,0000,000,030A,FFFF,088,1000C5
C5,8001401040,30B,0000,30A,0000,000,030A,FFFF,088,100001
01,00A0009004,30B,0000,30B,0000,000,030B,FFFF,088,100002
02,0104009420,30C,0000,30B,0000,000,030B,FFFF,088,100003
03,0002009001,30C,0000,30B,0000,000,030B,FFFF,088,100004
04,8109804002,30C,0000,30B,0000,000,030B,FFFF,088,100005
05,810C404002,30C,0000,30B,0000,000,030B,FFFF,088,100006
06,810C204002,30C,0000,30B,0000,000,030B,FFFF,088,100007
07,8078104002,30C,0000,30B,0000,000,030B,FFFF,088,100078
78,81A4084002,30C,0000,30B,0000,000,030B,FFFF,088,100079
79,8189044002,30C,0000,30B,0000,000,030B,FFFF,088,10007A
7A,817D024002,30C,0000,30B,0000,000,030B,FFFF,088,10007B
7B,80C4014002,30C,0000,30B,0000,000,030B,FFFF,088,1000C4
C4,80DE801040,30C,0000,30B,0000,000,030B,FFFF,088,1000C5
C5,8001401040,30C,0000,30B,0000,000,030B,FFFF,088,100001
01,00A0009004,30C,0000,30C,0000,000,030C,FFFF,088,100002
02,0104009420,30D,0000,30C,0000,000,030C,FFFF,088,100003
03,0002009001,30D,0000,30C,0000,000,030C,FFFF,088,100004
04,8109804002,30D,0000,30C,0000,000,030C,FFFF,088,100005
05,810C404002,30D,0000,30C,0000,000,030C,FFFF,088,100006
06,810C204002,30D,0000,30C,0000,000,030C,FFFF,088,100007
07,8078104002,30D,0000,30C,0000,000,030C,FFFF,088,100078
78,81A4084002,30D,0000,30C,0000,000,030C,FFFF,088,100079
79,8189044002,30D,0000,30C,0000,000,030C,FFFF,088,10007A
7A,817D024002,30D,0000,30C,0000,000,030C,FFFF,088,10007B
7B,80C4014002,30D,0000,30C,0000,000,030C,FFFF,088,1000C4
C4,80DE801040,30D,0000,30C,0000,000,030C,FFFF,088,1000C5
C5,8001401040,30D,0000,30C,0000,000,030C,FFFF,088,100001
01,00A0009004,30D,0000,30D,0000,000,030D,FFFF,088,100002
02,0104009420,30E,0000,30D,0000,000,030D,FFFF,088,100003
03,0002009001,30E,0000,30D,0000,000,030D,FFFF,088,100004
04,8109804002,30E,0000,30D,0000,000,030D,FFFF,088,100005
05,810C404002,30E,0000,30D,0000,000,030D,FFFF,088,100006
06,810C204002,30E,0000,30D,0000,000,030D,FFFF,088,100007
07,8078104002,30E,0000,30D,0000,000,030D,FFFF,088,100078
78,81A4084002,30E,0000,30D,0000,000,030D,FFFF,088,100079
79,8189044002,30E,0000,30D,0000,000,030D,FFFF,088,10007A
7A,817D024002,30E,0000,30D,0000,000,030D,FFFF,088,10007B
7B,80C4014002,30E,0000,30D,0000,000,030D,FFFF,088,1000C4
C4,80DE801040,30E,0000,30D,0000,000,030D,FFFF,088,1000C5
C5,8001401040,30E,0000,30D,0000,000,030D,FFFF,088,100001
01,00A0009004,30E,0000,30E,0000,000,030E,FFFF,088,100002
02,0104009420,30F,0000,30E,0000,000,030E,FFFF,088,100003
03,0002009001,30F,0000,30E,0000,000,030E,FFFF,088,100004
04,8109804002,30F,0000,30E,0000,000,030E,FFFF,088,100005
05,810C404002,30F,0000,30E,0000,000,030E,FFFF,088,100006
06,810C204002,30F,0000,30E,0000,000,030E,FFFF,088,100007
07,8078104002,30F,0000,30E,0000,000,030E,FFFF,088,100078
78,81A4084002,30F,0000,30E,0000,000,030E,FFFF,088,100079
79,8189044002,30F,0000,30E,0000,000,030E,FFFF,088,10007A
7A,817D024002,30F,0000,30E,0000,000,030E,FFFF,088,10007B
7B,80C4014002,30F,0000,30E,0000,000,030E,FFFF,088,1000C4
C4,80DE801040,30F,0000,30E,0000,000,030E,FFFF,088,1000C5
C5,8001401040,30F,0000,30E,0000,000,030E,FFFF,088,100001
01,00A0009004,30F,0000,30F,0000,000,030F,FFFF,088,100002
02,0104009420,310,0000,30F,0000,000,030F,FFFF,088,100003
03,0002009001,310,0000,30F,0000,000,030F,FFFF,088,100004
04,8109804002,310,0000,30F,0000,000,030F,FFFF,088,100005
05,810C404002,310,0000,30F,0000,000,030F,FFFF,088,100006
06,810C204002,310,0000,30F,0000,000,030F,FFFF,088,100007
07,8078104002,310,0000,30F,0000,000,030F,FFFF,088,100078
78,81A4084002,310,0000,30F,0000,000,030F,FFFF,088,100079
79,8189044002,310,0000,30F,0000,000,030F,FFFF,088,10007A
7A,817D024002,310,0000,30F,0000,000,030F,FFFF,088,10007B
7B,80C4014002,310,0000,30F,0000,000,030F,FFFF,088,1000C4
C4,80DE801040,310,0000,30F,0000,000,030F,FFFF,088,1000C5
C5,8001401040,310,0000,30F,0000,000,030F,FFFF,088,100001
01,00A0009004,310,0000,310,0000,000,0310,FFFF,088,100002
02,0104009420,311,0000,310,0000,000,0310,FFFF,088,100003
03,0002009001,311,0000,310,0000,000,0310,FFFF,088,100004
04,8109804002,311,0000,310,0000,000,0310,FFFF,088,100005
05,810C404002,311,0000,310,0000,000,0310,FFFF,088,100006
06,810C204002,311,0000,310,0000,000,0310,FFFF,088,100007
07,8078104002,311,0000,310,0000,000,0310,FFFF,088,100078
78,81A4084002,311,0000,310,0000,000,0310,FFFF,088,100079
79,8189044002,311,0000,310,0000,000,0310,FFFF,088,10007A
7A,817D024002,311,0000,310,0000,000,0310,FFFF,088,10007B
7B,80C4014002,311,0000,310,0000,000,0310,FFFF,088,1000C4
C4,80DE801040,311,0000,310,0000,000,0310,FFFF,088,1000C5
C5,8001401040,311,0000,310,0000,000,0310,FFFF,088,100001
01,00A0009004,311,0000,311,0000,000,0311,FFFF,088,100002
02,0104009420,312,0000,311,0000,000,0311,FFFF,088,100003
03,0002009001,312,0000,311,0000,000,0311,FFFF,088,100004
04,8109804002,312,0000,311,0000,000,0311,FFFF,088,100005
05,810C404002,312,0000,311,0000,000,0311,FFFF,088,100006
06,810C204002,312,0000,311,0000,000,0311,FFFF,088,100007
07,8078104002,312,0000,311,0000,000,0311,FFFF,088,100078
78,81A4084002,312,0000,311,0000,000,0311,FFFF,088,100079
79,8189044002,312,0000,311,0000,000,0311,FFFF,088,10007A
7A,817D024002,312,0000,311,0000,000,0311,FFFF,088,10007B
7B,80C4014002,312,0000,311,0000,000,0311,FFFF,088,1000C4
C4,80DE801040,312,0000,311,0000,000,0311,FFFF,088,1000C5
C5,8001401040,312,0000,311,0000,000,0311,FFFF,088,100001
01,00A0009004,312,0000,312,0000,000,0312,FFFF,088,100002
02,0104009420,313,0000,312,0000,000,0312,FFFF,088,100003
03,0002009001,313,0000,312,0000,000,0312,FFFF,088,100004
04,8109804002,313,0000,312,0000,000,0312,FFFF,088,100005
05,810C404002,313,0000,312,0000,000,0312,FFFF,088,100006
06,810C204002,313,0000,312,0000,000,0312,FFFF,088,100007
07,8078104002,313,0000,312,0000,000,0312,FFFF,088,100078
78,81A4084002,313,0000,312,0000,000,0312,FFFF,088,100079
79,8189044002,313,0000,312,0000,000,0312,FFFF,088,10007A
7A,817D024002,313,0000,312,0000,000,0312,FFFF,088,10007B
7B,80C4014002,313,0000,312,0000,000,0312,FFFF,088,1000C4
C4,80DE801040,313,0000,312,0000,000,0312,FFFF,088,1000C5
C5,8001401040,313,0000,312,0000,000,0312,FFFF,088,100001
01,00A0009004,313,0000,313,0000,000,0313,FFFF,088,100002
02,0104009420,314,0000,313,0000,000,0313,FFFF,088,100003
03,0002009001,314,0000,313,0000,000,0313,FFFF,088,100004
04,8109804002,314,0000,313,0000,000,0313,FFFF,088,100005
05,810C404002,314,0000,313,0000,000,0313,FFFF,088,100006
06,810C204002,314,0000,313,0000,000,0313,FFFF,088,100007
07,8078104002,314,0000,313,0000,000,0313,FFFF,088,100078
78,81A4084002,314,0000,313,0000,000,0313,FFFF,088,100079
79,8189044002,314,0000,313,0000,000,0313,FFFF,088,10007A
7A,817D024002,314,0000,313,0000,000,0313,FFFF,088,10007B
7B,80C4014002,314,0000,313,0000,000,0313,FFFF,088,1000C4
C4,80DE801040,314,0000,313,0000,000,0313,FFFF,088,1000C5
C5,8001401040,314,0000,313,0000,000,0313,FFFF,088,100001
01,00A0009004,314,0000,314,0000,000,0314,FFFF,088,100002
02,0104009420,315,0000,314,0000,000,0314,FFFF,088,100003
03,0002009001,315,0000,314,0000,000,0314,FFFF,088,100004
04,8109804002,315,0000,314,0000,000,0314,FFFF,088,100005
05,810C404002,315,0000,314,0000,000,0314,FFFF,088,100006
06,810C204002,315,0000,314,0000,000,0314,FFFF,088,100007
07,8078104002,315,0000,314,0000,000,0314,FFFF,088,100078
78,81A4084002,315,0000,314,0000,000,0314,FFFF,088,100079
79,8189044002,315,0000,314,0000,000,0314,FFFF,088,10007A
7A,817D024002,315,0000,314,0000,000,0314,FFFF,088,10007B
7B,80C4014002,315,0000,314,0000,000,0314,FFFF,088,1000C4
C4,80DE801040,315,0000,314,0000,000,0314,FFFF,088,1000C5
C5,8001401040,315,0000,314,0000,000,0314,FFFF,088,100001
01,00A0009004,315,0000,315,0000,000,0315,FFFF,088,100002
02,0104009420,316,0000,315,0000,000,0315,FFFF,088,100003
03,0002009001,316,0000,315,0000,000,0315,FFFF,088,100004
04,8109804002,316,0000,315,0000,000,0315,FFFF,088,100005
05,810C404002,316,0000,315,0000,000,0315,FFFF,088,100006
06,810C204002,316,0000,315,0000,000,0315,FFFF,088,100007
07,8078104002,316,0000,315,0000,000,0315,FFFF,088,100078
78,81A4084002,316,0000,315,0000,000,0315,FFFF,088,100079
79,8189044002,316,0000,315,0000,000,0315,FFFF,088,10007A
7A,817D024002,316,0000,315,0000,000,0315,FFFF,088,10007B
7B,80C4014002,316,0000,315,0000,000,0315,FFFF,088,1000C4
C4,80DE801040,316,0000,315,0000,000,0315,FFFF,088,1000C5
C5,8001401040,316,0000,315,0000,000,0315,FFFF,088,100001
01,00A0009004,316,0000,316,0000,000,0316,FFFF,088,100002
02,0104009420,317,0000,316,0000,000,0316,FFFF,088,100003
03,0002009001,317,0000,316,0000,000,0316,FFFF,088,100004
04,8109804002,317,0000,316,0000,000,0316,FFFF,088,100005
05,810C404002,317,0000,316,0000,000,0316,FFFF,088,100006
06,810C204002,317,0000,316,0000,000,0316,FFFF,088,100007
07,8078104002,317,0000,316,0000,000,0316,FFFF,088,100078
78,81A4084002,317,0000,316,0000,000,0316,FFFF,088,100079
79,8189044002,317,0000,316,0000,000,0316,FFFF,088,10007A
7A,817D024002,317,0000,316,0000,000,0316,FFFF,088,10007B
7B,80C4014002,317,0000,316,0000,000,0316,FFFF,088,1000C4
C4,80DE801040,317,0000,316,0000,000,0316,FFFF,088,1000C5
C5,8001401040,317,0000,316,0000,000,0316,FFFF,088,100001
01,00A0009004,317,0000,317,0000,000,0317,FFFF,088,100002
02,0104009420,318,0000,317,0000,000,0317,FFFF,088,100003
03,0002009001,318,0000,317,0000,000,0317,FFFF,088,100004
04,8109804002,318,0000,317,0000,000,0317,FFFF,088,100005
05,810C404002,318,0000,317,0000,000,0317,FFFF,088,100006
06,810C204002,318,0000,317,0000,000,0317,FFFF,088,100007
07,8078104002,318,0000,317,0000,000,0317,FFFF,088,100078
78,81A4084002,318,0000,317,0000,000,0317,FFFF,088,100079
79,8189044002,318,0000,317,0000,000,0317,FFFF,088,10007A
7A,817D024002,318,0000,317,0000,000,0317,FFFF,088,10007B
7B,80C4014002,318,0000,317,0000,000,0317,FFFF,088,1000C4
C4,80DE801040,318,0000,317,0000,000,0317,FFFF,088,1000C5
C5,8001401040,318,0000,317,0000,000,0317,FFFF,088,100001
01,00A0009004,318,0000,318,0000,000,0318,FFFF,088,100002
02,0104009420,319,0000,318,0000,000,0318,FFFF,088,100003
03,0002009001,319,0000,318,0000,000,0318,FFFF,088,100004
04,8109804002,319,0000,318,0000,000,0318,FFFF,088,100005
05,810C404002,319,0000,318,0000,000,0318,FFFF,088,100006
06,810C204002,319,0000,318,0000,000,0318,FFFF,088,100007
07,8078104002,319,0000,318,0000,000,0318,FFFF,088,100078
78,81A4084002,319,0000,318,0000,000,0318,FFFF,088,100079
79,8189044002,319,0000,318,0000,000,0318,FFFF,088,10007A
7A,817D024002,319,0000,318,0000,000,0318,FFFF,088,10007B
7B,80C4014002,319,0000,318,0000,000,0318,FFFF,088,1000C4
C4,80DE801040,319,0000,318,0000,000,0318,FFFF,088,1000C5
